Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
KTE1_028,KTE1,001/002,001/002,001/001,001/002,002/002,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/001,001/002,002/002,001/002,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/002,001/001,001/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/006,031/032,008/012,027/030,002/007,005/007,008/014,005/031,011/017,011/012,014/018,003/005,003/008
KTE1_029,KTE1,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,002/002,000/000,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,000/000,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,002/002,002/002,001/002,001/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/001,001/002,001/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/002,001/001,001/002,002/002,002/002,002/002,003/003,030/032,011/014,034/043,004/007,009/012,008/009,014/025,011/014,009/012,012/017,004/004,003/008
KTE1_030,KTE1,002/002,001/002,001/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,002/002,000/000,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,000/000,001/001,001/002,001/001,000/000,002/002,001/001,001/001,001/001,001/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,000/000,002/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/002,001/002,001/002,002/002,003/003,008/029,011/013,035/036,002/002,007/009,006/012,013/025,015/015,008/010,006/010,004/004,003/003
KTE1_031,KTE1,002/002,001/002,001/001,000/000,002/002,001/001,000/000,001/001,002/002,001/001,001/001,002/002,002/002,002/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/001,000/000,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,001/001,001/001,001/002,001/001,001/001,002/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,001/002,002/002,001/001,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,003/003,028/031,007/012,031/036,002/002,012/012,021/027,023/027,011/014,012/014,012/016,004/005,008/008
KTE1_032,KTE1,001/002,001/002,001/002,002/002,001/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/002,000/000,001/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/001,001/001,002/002,001/001,001/001,001/001,001/002,002/002,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,001/002,001/002,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,002/002,002/002,001/002,001/002,002/002,001/004,030/032,004/015,026/032,002/004,005/012,014/027,021/023,008/017,011/011,013/014,003/004,003/008
KTE1_033,KTE1,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/002,002/002,001/001,001/002,001/001,001/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,002/002,002/002,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,001/002,002/002,002/002,001/001,001/001,001/002,001/002,002/002,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,001/001,001/002,001/001,002/002,001/002,001/002,002/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,002/002,002/002,002/002,006/008,030/034,004/015,037/039,004/008,009/010,020/025,000/000,010/013,013/014,009/015,003/004,003/003
KTE1_034,KTE1,001/001,000/000,001/001,001/001,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/002,001/001,001/002,001/001,001/002,001/001,001/002,001/001,001/001,001/001,001/002,001/001,002/002,001/002,002/002,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/002,001/002,001/001,002/002,001/002,001/002,002/002,003/004,031/034,011/013,010/038,002/002,010/010,008/012,005/027,013/017,008/013,016/018,004/004,008/008
KTE1_035,KTE1,001/001,001/002,001/002,002/002,002/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/001,001/002,001/001,001/001,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,001/001,001/001,001/001,001/002,002/002,001/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/001,001/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,003/006,031/034,008/012,035/037,002/002,005/021,007/007,018/021,009/020,006/011,012/012,004/005,003/003
KTE1_036,KTE1,001/002,002/002,002/002,002/002,002/002,002/002,000/000,001/001,002/002,002/002,001/001,002/002,001/001,000/000,001/001,001/002,000/000,000/000,002/002,002/002,002/002,000/000,001/001,000/000,002/002,001/001,000/000,001/001,001/001,002/002,000/000,000/000,001/001,000/000,002/002,002/002,002/002,002/002,002/002,000/000,000/000,001/001,002/002,002/002,000/000,001/001,000/000,001/001,000/000,001/001,002/002,000/000,000/000,001/001,002/002,000/000,001/001,000/000,001/002,000/000,001/001,002/002,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/001,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,001/002,001/001,002/002,000/000,000/000,002/002,000/000,000/000,001/001,000/000,000/000,002/002,002/002,000/000,002/002,002/002,001/001,002/002,003/006,000/000,010/013,000/000,002/009,010/013,016/020,004/024,005/015,000/000,007/013,004/004,003/008
KTE1_037,KTE1,001/002,001/002,000/000,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,000/000,002/002,001/002,001/002,001/001,001/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/002,002/002,001/001,001/002,002/002,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/001,002/002,001/001,001/001,001/002,002/002,002/002,002/002,001/002,001/002,001/002,001/002,001/001,001/002,002/002,001/002,001/001,002/002,002/002,002/002,001/003,029/030,011/013,031/038,002/002,009/010,008/023,004/026,019/020,012/017,016/017,004/004,003/003
KTE1_038,KTE1,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/002,001/002,001/002,001/002,001/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,001/001,001/001,001/001,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/002,001/002,002/002,002/002,002/002,003/003,033/033,012/012,012/038,002/002,005/013,008/010,018/025,016/020,007/012,007/018,003/004,003/008
KTE1_039,KTE1,001/001,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/002,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,001/002,002/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,002/002,001/002,001/001,001/002,002/002,002/002,002/002,001/003,031/032,010/016,037/039,002/003,009/014,011/014,005/025,006/020,008/014,012/018,004/004,008/008
KTE1_040,KTE1,002/002,001/002,002/002,002/002,002/002,001/002,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,000/000,001/001,001/002,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,000/000,002/002,000/000,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,000/000,002/002,002/002,003/003,029/033,004/011,028/036,002/002,008/030,009/021,003/027,012/022,010/011,009/010,004/004,003/008
KTE1_041,KTE1,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/002,001/002,001/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/002,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/001,002/002,001/001,001/001,002/002,001/002,002/002,001/001,002/002,002/002,002/002,001/002,002/002,002/002,001/002,001/001,002/002,001/002,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,002/002,001/002,001/001,002/002,001/001,001/002,001/001,002/002,001/002,002/002,001/002,001/002,002/002,002/002,003/003,028/030,011/016,036/044,002/004,004/016,023/025,005/020,007/019,012/013,012/018,004/004,003/008
KTE1_042,KTE1,001/001,001/002,001/002,002/002,002/002,002/002,000/000,001/001,001/002,001/001,001/001,002/002,002/002,000/000,001/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/002,001/002,001/001,001/001,001/002,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,002/002,001/001,001/001,000/000,001/001,001/001,002/002,000/000,000/000,002/002,002/002,001/002,001/001,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/001,002/002,001/001,001/001,000/000,002/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,002/002,000/000,001/001,001/001,002/002,002/002,002/002,003/003,032/038,013/016,035/041,002/002,010/011,007/011,020/027,016/018,008/013,011/018,003/005,003/003
KTE1_043,KTE1,000/000,001/002,001/002,001/002,002/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,000/000,000/000,002/002,001/001,001/002,002/002,000/000,000/000,001/001,001/002,002/002,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/001,001/001,001/002,001/002,002/002,001/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,000/000,001/002,002/002,001/002,001/002,001/001,000/000,002/002,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,000/000,001/002,001/002,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,000/000,001/001,002/002,001/002,002/002,002/002,003/006,033/033,011/011,041/044,002/004,005/009,009/011,005/028,014/019,010/011,012/014,004/004,003/003
KTE1_044,KTE1,001/002,001/002,001/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/001,002/002,002/002,001/001,001/001,001/002,001/001,001/001,001/002,001/001,001/001,001/001,001/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/002,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,003/003,031/033,011/016,027/030,002/002,007/007,008/014,004/005,008/011,011/013,014/019,003/004,003/003
KTE1_045,KTE1,001/001,002/002,000/000,000/000,000/000,002/002,000/000,000/000,000/000,002/002,000/000,002/002,001/001,000/000,001/001,000/000,002/002,000/000,000/000,001/001,002/002,001/001,001/001,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,001/001,000/000,000/000,002/002,000/000,000/000,002/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,002/002,001/001,000/000,000/000,002/002,000/000,000/000,002/002,001/002,000/000,001/001,000/000,002/002,000/000,000/000,000/000,002/002,001/002,002/002,002/002,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,002/002,001/001,002/002,000/000,000/000,000/000,000/000,000/000,001/001,002/002,001/001,001/001,000/000,000/000,002/002,001/003,023/028,004/011,000/000,002/004,000/000,008/010,005/016,008/011,012/015,012/019,003/005,000/000
KTE1_046,KTE1,000/000,002/002,001/001,000/000,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,000/000,001/001,002/002,002/002,002/002,000/000,000/000,002/002,000/000,001/001,000/000,001/001,000/000,000/000,001/001,001/001,000/000,000/000,002/002,002/002,002/002,002/002,000/000,000/000,000/000,001/002,002/002,002/002,000/000,001/002,001/001,000/000,001/001,001/002,000/000,001/002,000/000,001/001,002/002,001/001,001/001,000/000,000/000,001/001,001/001,002/002,001/001,000/000,002/002,001/001,000/000,002/002,002/002,002/002,002/002,000/000,002/002,000/000,000/000,000/000,000/000,002/002,001/001,001/001,002/002,002/002,001/001,000/000,000/000,000/000,001/001,001/001,001/001,002/002,002/002,000/000,002/002,000/000,000/000,002/002,003/003,029/038,015/016,004/011,002/002,010/011,007/018,007/027,009/011,009/012,008/009,004/004,003/003
KTE1_047,KTE1,001/002,002/002,001/001,001/002,002/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,001/001,001/002,002/002,001/002,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/002,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/001,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,002/002,003/003,030/031,011/012,031/043,001/004,009/013,008/023,006/007,004/017,011/014,006/016,004/004,008/010
KTE1_048,KTE1,001/002,001/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,002/002,001/001,001/002,001/001,002/002,002/002,001/002,001/001,001/001,001/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/002,001/001,001/002,001/001,001/002,001/001,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,001/002,001/002,000/000,002/002,002/002,001/003,028/031,005/009,027/037,002/002,018/019,009/021,015/022,015/015,011/013,007/013,004/005,003/008
KTE1_049,KTE1,001/002,001/001,001/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,001/002,001/002,001/001,001/002,002/002,002/002,002/002,001/002,001/002,002/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,002/002,002/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/002,002/002,002/002,002/002,001/001,001/002,001/001,001/001,001/002,002/002,001/002,001/001,002/002,002/002,001/002,002/002,003/013,028/031,009/011,027/028,002/003,010/025,008/009,005/006,004/006,010/012,007/013,004/004,008/008
KTE1_050,KTE1,001/002,001/002,001/002,002/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,001/001,001/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,002/002,001/001,002/002,001/002,002/002,002/002,002/002,001/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,000/000,002/002,001/002,001/002,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,001/002,002/002,003/003,033/033,011/011,031/037,002/004,009/010,009/011,005/024,011/014,004/009,007/012,004/008,008/008
