Ind	Pop	One_ACBP_79	One_agt_132	One_aldB_152	One_apoe_83	One_c3_98	One_CD9_269	One_cetn1_167	One_CFP1	One_cin_177	One_ctgf_301	One_E2	One_gdh_212	One_GHII_2461	One_ghsR_66	One_GPDH	One_GPDH2	One_GPH_414	One_hcs71_220	One_HGFA	One_HpaI_436	One_HpaI_99	One_Hsp47	One_IL8r_362	One_KCT1_453	One_KPNA_422	One_LEI_87	One_lpp1_44	One_metA_253	One_MHC2_190	One_MHC2_251	One_Mkpro_129	One_ODC1_196	One_Ots208_234	One_Ots213_181	One_p53_576	One_pax7_248	One_PIP	One_Prl2	One_rab1a_76	One_RAG1_103	One_RAG3_93	One_redd1_414	One_RF_112	One_RF_295	One_rpo2j_261	One_sast_211	One_spf30_207	One_srp09_127	One_ssrd_135	One_STC_410	One_STR07	One_SUMO1_6	One_sys1_230	One_taf12_248	One_Tf_ex10_750	One_Tf_ex3_182	One_tshB_92	One_txnip_401	One_U1003_75	One_U1004_183	One_U1009_91	One_U1010_81	One_U1012_68	One_U1013_108	One_U1014_74	One_U1016_115	One_U1024_197	One_U1101	One_U1103	One_U1105	One_U1201_492	One_U1202_1052	One_U1203_175	One_U1204_53	One_U1205_57	One_U1206_108	One_U1208_67	One_U1209_111	One_U1210_173	One_U1212_106	One_U1214_107	One_U1216_230	One_U301_92	One_U401_224	One_U404_229	One_U502_167	One_U503_170	One_U504_141	One_vamp5_255	One_vatf_214	One_VIM_569	One_ZNF_61	One_zP3b	One_Omy77v4	One_One100	One_One102v4	One_One103PT	One_One105	One_One108v4	One_One110v4	One_One111v4	One_One114v4	One_One115	One_Ots103v4	One_Ots107v4	One_uSat60v4	One_CO1	One_Cytb_17	One_Cytb_26
FBM1_028	FBM1	001/002	001/002	001/001	002/002	002/002	001/002	001/001	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	000/000	000/000	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	000/000	001/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/002	000/000	001/001	002/002	001/001	002/002	000/000	002/002	000/000	002/002	001/002	000/000	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	104/098	360/364	223/243	282/302	128/140	204/236	250/258	230/274	267/271	201/225	161/197	114/080	116/116	001	002	002
FBM1_029	FBM1	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	001/001	001/002	001/002	001/001	002/002	000/000	001/001	002/002	001/001	002/002	001/001	002/002	001/002	002/002	002/002	002/002	002/002	000/000	001/002	001/001	002/002	001/001	000/000	001/001	001/001	001/002	001/001	000/000	002/002	001/002	001/002	001/002	001/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	000/000	002/002	002/002	001/001	002/002	000/000	001/002	001/002	001/001	001/001	002/002	001/001	001/001	001/002	002/002	000/000	002/002	001/002	001/001	001/001	001/001	001/002	000/000	002/002	001/002	001/002	002/002	002/002	002/002	100/110	316/332	231/243	314/318	128/128	192/212	242/258	270/274	231/267	197/217	157/161	114/118	128/128	001	002	002
FBM1_030	FBM1	001/001	002/002	001/001	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	000/000	002/002	001/002	001/002	002/002	001/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	000/000	001/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	002/002	001/002	001/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/002	000/000	002/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	002/002	001/002	001/002	001/001	002/002	002/002	001/002	001/002	002/002	002/002	002/002	104/104	336/368	231/231	306/318	128/128	200/200	242/250	198/230	251/263	205/213	157/157	110/114	128/128	001	002	002
FBM1_031	FBM1	000/000	002/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	000/000	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/002	001/002	002/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	001/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	104/106	348/368	231/235	294/302	124/136	192/204	250/270	198/286	267/271	209/213	165/177	110/114	116/128	002	002	001
FBM1_032	FBM1	000/000	001/002	001/001	001/002	002/002	001/002	002/002	002/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/002	002/002	001/001	001/001	001/001	001/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/001	001/001	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/002	001/002	001/002	002/002	000/000	002/002	002/002	100/104	332/352	219/231	290/302	124/128	196/196	258/258	202/270	247/267	205/217	169/185	114/080	116/128	001	002	002
FBM1_033	FBM1	001/001	001/001	001/001	002/002	001/002	002/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/002	001/002	000/000	001/002	001/002	002/002	001/001	002/002	001/001	001/001	000/000	001/001	001/001	002/002	000/000	002/002	001/002	001/002	002/002	002/002	001/002	001/001	001/001	002/002	001/001	001/002	001/002	001/001	001/001	001/001	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	002/002	002/002	100/106	344/348	227/243	286/306	124/128	204/212	238/250	242/298	259/267	173/217	153/161	110/118	116/116	001	002	002
FBM1_034	FBM1	001/001	001/002	001/002	002/002	002/002	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	002/002	001/001	001/001	002/002	001/001	001/002	001/001	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	000/000	001/001	001/002	002/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	001/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	002/002	001/001	002/002	000/000	001/002	000/000	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	002/002	002/002	001/001	001/002	002/002	002/002	002/002	104/104	336/356	223/231	000/000	128/128	196/204	242/242	238/278	243/275	205/205	161/193	110/114	116/128	001	002	002
FBM1_035	FBM1	001/001	001/002	001/002	001/002	002/002	002/002	001/002	000/000	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/002	001/002	002/002	001/002	001/001	000/000	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/002	002/002	000/000	002/002	002/002	001/002	001/001	000/000	002/002	001/001	001/001	001/002	001/001	001/001	001/001	001/002	002/002	000/000	002/002	002/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	001/001	001/002	001/002	001/001	002/002	002/002	001/001	002/002	000/000	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	001/002	001/002	002/002	104/104	332/368	211/251	190/306	128/128	176/208	250/282	242/286	259/275	197/205	177/177	114/114	128/128	001	002	002
FBM1_036	FBM1	001/002	001/002	001/002	000/000	002/002	001/001	001/002	001/001	001/001	001/001	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	002/002	001/001	000/000	001/001	001/001	001/001	001/001	000/000	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	000/000	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	000/000	001/001	002/002	001/001	000/000	002/002	002/002	002/002	002/002	001/002	000/000	001/001	001/001	001/001	002/002	002/002	002/002	001/002	002/002	001/001	002/002	104/110	336/340	239/239	266/278	128/140	192/196	258/262	202/238	255/267	197/209	137/181	114/118	116/128	001	002	002
FBM1_037	FBM1	001/002	001/002	001/002	001/002	002/002	000/000	000/000	000/000	001/001	001/001	000/000	002/002	002/002	001/001	002/002	002/002	000/000	002/002	000/000	001/002	001/001	001/001	001/001	002/002	000/000	001/001	002/002	001/001	001/001	000/000	000/000	002/002	002/002	000/000	002/002	002/002	000/000	002/002	000/000	000/000	001/001	002/002	001/002	001/001	001/001	001/001	000/000	002/002	000/000	000/000	002/002	002/002	000/000	001/001	002/002	002/002	000/000	001/001	000/000	000/000	002/002	002/002	001/001	002/002	000/000	000/000	002/002	001/001	002/002	000/000	001/002	001/002	002/002	001/002	002/002	000/000	002/002	001/002	002/002	000/000	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	000/000	001/001	002/002	100/100	348/360	231/231	306/318	128/132	188/192	250/254	202/270	239/275	209/217	189/201	114/114	116/128	001	002	002
FBM1_038	FBM1	001/002	002/002	001/001	002/002	002/002	001/001	001/001	000/000	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	002/002	002/002	001/001	000/000	001/001	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	104/110	340/356	235/239	210/286	132/136	192/196	242/290	238/286	267/271	197/213	185/205	114/080	116/128	002	002	001
FBM1_039	FBM1	001/002	002/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/002	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	002/002	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	002/002	001/001	001/001	002/002	002/002	000/000	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	100/104	352/352	231/239	206/302	128/128	196/212	250/254	266/290	243/287	197/225	161/205	110/118	116/118	001	002	002
FBM1_040	FBM1	001/001	001/002	001/001	001/002	002/002	001/001	001/001	001/001	001/002	001/001	001/001	001/002	002/002	001/002	001/002	002/002	001/002	002/002	001/002	001/002	001/002	001/001	001/001	001/002	001/002	001/001	001/002	001/001	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	001/002	001/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/001	001/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	001/002	001/002	001/001	002/002	002/002	001/001	002/002	100/104	332/332	207/235	278/302	128/136	196/204	262/270	206/266	243/251	213/217	161/161	114/118	128/132	001	002	002
FBM1_041	FBM1	001/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	002/002	000/000	001/001	002/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/002	002/002	001/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	001/002	001/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	002/002	000/000	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	104/104	316/340	219/227	274/302	128/128	208/260	258/258	198/246	235/263	205/209	161/205	110/080	116/116	002	002	001
FBM1_042	FBM1	002/002	002/002	001/001	002/002	002/002	001/001	001/002	000/000	001/002	001/001	001/001	002/002	002/002	001/002	001/002	000/000	001/002	002/002	001/002	001/001	001/002	001/002	001/001	002/002	000/000	001/001	001/002	001/001	001/002	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/002	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	000/000	002/002	001/002	002/002	001/001	001/001	001/001	002/002	001/002	001/001	001/002	001/002	001/002	002/002	100/106	340/368	235/243	286/322	128/132	208/212	238/262	198/274	255/283	197/209	157/189	110/114	116/128	001	002	002
FBM1_043	FBM1	001/001	002/002	001/001	001/001	002/002	001/002	001/002	001/002	002/002	001/001	001/001	001/002	001/002	001/002	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	001/002	001/001	001/002	002/002	001/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/002	001/001	002/002	001/002	001/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	100/104	332/344	219/235	290/310	124/128	208/212	238/274	206/278	263/275	209/209	165/193	110/114	116/116	002	002	001
FBM1_044	FBM1	001/001	000/000	001/001	000/000	002/002	001/001	002/002	001/002	001/002	001/001	001/002	002/002	001/002	001/001	000/000	002/002	001/002	002/002	001/002	002/002	002/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	000/000	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/001	001/002	000/000	002/002	001/001	001/002	001/002	001/001	001/001	001/001	000/000	002/002	002/002	002/002	001/002	002/002	002/002	001/001	000/000	001/002	001/001	001/001	001/002	001/002	001/002	002/002	001/001	002/002	001/001	000/000	002/002	001/001	002/002	002/002	001/002	000/000	000/000	001/001	002/002	001/001	000/000	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	001/002	001/002	002/002	104/106	288/332	207/247	194/318	128/128	192/196	238/242	198/302	255/279	209/213	169/181	114/118	116/128	001	002	002
FBM1_045	FBM1	001/002	000/000	002/002	001/002	002/002	000/000	000/000	001/001	001/002	001/001	000/000	002/002	002/002	001/002	001/001	002/002	000/000	002/002	001/001	001/001	001/001	002/002	001/001	002/002	001/001	000/000	001/001	001/001	001/001	000/000	000/000	001/002	000/000	000/000	002/002	002/002	000/000	000/000	001/002	002/002	001/001	002/002	000/000	001/001	001/001	001/001	000/000	002/002	001/002	002/002	002/002	001/002	000/000	001/001	002/002	002/002	001/001	001/001	000/000	000/000	000/000	002/002	001/001	000/000	000/000	002/002	001/002	001/001	002/002	000/000	001/002	001/001	001/001	000/000	002/002	001/001	001/001	000/000	002/002	000/000	002/002	001/002	002/002	000/000	000/000	001/001	002/002	001/002	001/002	001/002	000/000	001/002	002/002	106/106	332/340	207/239	302/302	128/128	200/212	234/262	202/202	235/247	205/213	161/205	118/080	116/128	001	002	002
FBM1_046	FBM1	001/002	001/002	001/001	001/001	002/002	001/001	000/000	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/002	001/001	002/002	001/002	001/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	000/000	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/002	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	001/001	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	100/100	356/360	235/235	198/278	128/128	196/224	250/258	202/242	255/267	213/213	157/161	118/118	128/128	002	002	001
FBM1_047	FBM1	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	001/001	001/002	001/002	001/001	001/002	001/002	001/001	000/000	001/001	001/002	001/002	002/002	002/002	001/002	002/002	002/002	000/000	001/001	001/002	002/002	001/002	001/001	001/002	002/002	001/001	001/001	001/001	001/002	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	001/001	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	002/002	001/001	002/002	001/002	002/002	100/104	356/372	223/231	194/306	124/140	188/212	238/256	246/278	267/271	209/213	157/161	110/114	116/128	001	002	002
FBM1_048	FBM1	001/002	001/002	001/001	001/002	002/002	002/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/001	002/002	001/001	001/001	000/000	001/001	001/001	002/002	002/002	001/002	001/002	001/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/001	001/001	000/000	001/002	001/002	002/002	001/002	002/002	001/002	000/000	001/002	001/002	002/002	002/002	001/001	001/001	002/002	002/002	000/000	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	002/002	001/002	002/002	001/001	002/002	100/104	352/356	227/247	194/310	128/140	192/192	238/274	206/282	255/267	209/221	161/177	114/122	116/128	001	002	002
FBM1_049	FBM1	001/001	001/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/002	002/002	001/001	002/002	001/001	002/002	002/002	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/001	000/000	002/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	001/002	002/002	001/002	002/002	100/104	336/348	207/227	214/306	128/128	192/196	246/274	198/202	243/247	209/217	157/181	110/110	128/128	002	002	001
FBM1_050	FBM1	001/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	002/002	002/002	002/002	000/000	001/002	002/002	001/001	001/001	001/002	001/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/001	002/002	001/002	001/001	002/002	001/002	001/001	001/001	001/001	001/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/001	000/000	002/002	001/001	002/002	002/002	001/002	001/002	001/001	002/002	002/002	001/002	001/002	002/002	001/002	002/002	001/001	001/001	001/002	001/002	000/000	002/002	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/001	001/002	000/000	002/002	002/002	100/106	336/344	231/235	310/318	124/136	192/204	250/250	000/000	239/243	197/209	185/193	110/080	116/116	001	002	002
